용도,허가번호,업종,품목명,성분명(국문),성분명(영문),허가일,업체명
동물용의약품,016-079,제조,세다젝트 주사(SEDAJECT INJECTION),아세프로마진,Acepromazines,1983-11-12,(주)삼우메디안
동물용의약품,016-090,제조,삼우 베타-카로틴(SAMU BERA-CAROTENE),베타카로틴,Beta-carotin,1985-01-09,(주)삼우메디안
동물용의약품,016-134,제조,녹사린 연고(NOXALIN ointment),디클록사실린,Dicloxacillin,1993-10-07,(주)삼우메디안
동물용의약품,016-137,제조,삼우아미카신주사(SAMU AMIKACIN INJ.),아미카신,Amikacin,1995-11-16,(주)삼우메디안
동물용의약품,016-193,제조,세파비 연고(Cefabee oinment),세푸록심,Cefuroxime,2006-05-26,(주)삼우메디안
동물용의약품,016-200,제조,삼우 피린주사(Samu Pyrin Injection),디피론(설피린) 아미노피린 안식향산나트륨 클로르페닐라민,Dipyrone Aminopyrine Caffeine and sodium benzoate Chlorphenirami,2007-11-26,(주)삼우메디안
동물용의약품,016-269,제조,이어캅 외용액(Ear Cop Solution),폴리믹신비 미코나졸 프레드니솔론,Polymyxin B Miconazole Prednisolone,2018-03-22,(주)삼우메디안
동물용의약품,016-010,수입,퀼루멜로 주(멜록시캄)(Qilumelo-Meloxicam Injection 2),멜록시캄,Meloxicam,2018-07-17,(주)서울신약
동물용의약품,018-042,제조,폴리안-10,파인애플추출물,Pineapple extract,1987-09-15,이화팜텍(주)
동물용의약품,018-057,제조,쥬락-에프에이(ZOOLAC-F.A),락토바실러스액시도필러스,Lactobacillus acidophillus,1993-01-14,이화팜텍(주)
동물용의약품,018-141,제조,상그로비트(Sangrovit),상그로비트,Sangrovit,2009-10-26,이화팜텍(주)
동물용의약품,020-002,제조,이글 썰파-500,설파디메톡신,Sulfadimethoxine,1970-11-25,(주)이글벳
동물용의약품,020-072,제조,카프 캐스트(CALF-CAST),유산,Lactic acid,1985-01-30,(주)이글벳
동물용의약품,020-076,제조,타이로-PT,치암페니콜+타이로신+프레드니솔론,Thiamphenicol+Tylosin tartrate+Prednisolone,1986-01-18,(주)이글벳
동물용의약품,020-080,제조,세파졸(CEFAZOL),세파졸린,Cefazolin,1986-01-18,(주)이글벳
동물용의약품,020-166,제조,벤다졸과립(Bendazol Graniles),알벤다졸,Albendazole,2001-12-21,(주)이글벳
동물용의약품,020-216,제조,이글 안티 히스타 주(Eagle Anti Hista Inj),트리페레나민,Tripelennamine,2010-04-26,(주)이글벳
동물용의약품,020-234,제조,이글 파바쿠온 주(Eagle Pavaquone Inj.),파바쿠온,Parvaquone,2014-08-21,(주)이글벳
동물용의약품,020-235,제조,케토코나졸 정제(Ketoconazole Tablets.),케토코나졸,Ketoconazole,2014-10-13,(주)이글벳
동물용의약품,020-261,제조,오디프리 산(OD-Free Powder),상심자열매추출물+아세트아미노펜+부타포스판,Mulberry fruit extract+Acetaminophen+Butaphosphan,2020-04-13,(주)이글벳
동물용의약품,020-266,제조,노제프리 액(Nose Free sol.),살리실산 나트륨,Sodium salicylate,2020-12-08,(주)이글벳
동물용의약품,020-267,제조,덱사메타손 주(덱사메타손포스페이트이나트륨)(Dexamethasone Inj.),덱사메타손,덱사메타손,2021-01-20,(주)이글벳
동물용의약품,022-019,제조,테라미솔(TERAMISOL),테트라미졸,Tetramizole,1978-12-07,(주)퓨오바이더스
동물용의약품,023-032,제조,스티뮤렉스(STIMULEX),제1위추출물+효모+황산동+아미노산+전해질,Rumen extracts+Yeast+Copper sulfate+Amino acid+Electrolytes,1982-12-18,(주)한풍산업
동물용의약품,023-048,제조,파시넥스(FASINEX),트리클라벤다졸,Triclabendazole,1987-07-10,(주)한풍산업
동물용의약품,023-049,제조,몰드펀치,프로피온산,Propionic acid,1987-07-10,(주)한풍산업
동물용의약품,023-059,제조,프로비에스(PRO-BS),알엔에이,Depolymerized RNA,1989-02-28,(주)한풍산업
동물용의약품,023-065,제조,소핀-액(SOPIN-LIQUID),유카추출물,Yucca extracts,1993-03-26,(주)한풍산업
동물용의약품,023-083,제조,한풍-버지니아,버지니아마이신,Virginiamycin,1997-08-09,(주)한풍산업
동물용의약품,023-151,제조,애즈에버 액(As Ever Solution),이미다클로프리드+목시덱틴,Imidacloprid+Moxidectin,2019-08-30,(주)한풍산업
동물용의약품,024-005,제조,코킹 에톡시킨-25,에톡시퀸,Ethoxyquine,1971-03-27,(주)다원케미칼
동물용의약품,024-050,제조,다원 나라신,나라신,Narasin,1988-10-14,(주)다원케미칼
동물용의약품,025-003,제조,SP 안나가주(ANNAKA INJECTION),안식향산나트륨카페인,Caffeine and sodium benzoate,1971-10-18,(주)한동
동물용의약품,025-007,제조,베타콜,베타네콜,Bethanechols,1972-03-09,(주)한동
동물용의약품,025-014,제조,가스마인(GASMAIN SOLUTION),실리콘유 멘톨 고미 크레오소오트,Silicon oil Menthol Capsicum tincture creosote,1972-09-12,(주)한동
동물용의약품,025-019,제조,고나드롱-이 주사(GONADRONG-E INJ),태반성성선자극호르몬,Chorionic gonadotrophin,1973-02-13,(주)한동
동물용의약품,025-021,제조,푸로겐 주사(PROGEN INJECTION),프로게스테론,Progesterone,1973-02-13,(주)한동
동물용의약품,025-032,제조,네오구민 주사(NEOGUMINE INJECTION),네오스티그민,Neostigmines,1974-02-14,(주)한동
동물용의약품,025-037,제조,케이브이 에스트론주사(K.V. ESTRON INJECTION),에스트라디올,Estradiol,1974-08-07,(주)한동
동물용의약품,025-049,제조,스피라 에스 주사(SPIRA-S INJECTION),디하이드로스트렙토마이신+스피라마이신,Dihydrostreptomycin sulfate+Spiramycin,1975-04-16,(주)한동
동물용의약품,025-067,제조,아미노힛트,라이신+효모,Lycin HCl+Yeast,1978-10-11,(주)한동
동물용의약품,025-073,제조,HK 건유연고,클록사실린,Cloxacillin,1979-03-23,(주)한동
동물용의약품,025-075,제조,에페드린주사(EPHEDRINE INJECTION),메칠에페드린+디펜하이드라민+카페인,Methylephedrin HCl+Diphenhydramine HCl+Caffeine,1980-12-15,(주)한동
동물용의약품,025-081,제조,벤질벤로오숀,안식향산벤질+트리에탄올라민+올레인산,Benzyl benzoate+Triethanolamine+Oleic acid,1981-10-17,(주)한동
동물용의약품,025-109,제조,바나가야쿠-50(PANAKAYAKU-50),폴리아크릴산나트륨,Polyacrylonitrile,1986-02-21,(주)한동
동물용의약품,025-147,제조,세파-DC연고,세팔렉신+네오마이신,Cefalexin+Neomycin sulfate,1993-01-20,(주)한동
동물용의약품,025-149,제조,플루메탄주(FLUMETHANE INJ.),플루메타손,Flumethasone,1993-01-20,(주)한동
동물용의약품,025-154,제조,도리세라제-2,섬유소분해효소+전분분해효소+단백질분해효소,Cellulase+Amylase+Protease,1984-10-29,(주)한동
동물용의약품,025-156,제조,망간-프로티네이트,망간프로티네이트,Manganese proteinate,1987-12-18,(주)한동
동물용의약품,025-159,제조,코발트-프로티네이트,코발트프로티네이트,Cobalt proteinate,1987-12-18,(주)한동
동물용의약품,025-160,제조,아연-프로티네이트,아연프로티네이트,Zinc proteinate,1987-12-18,(주)한동
동물용의약품,025-251,제조,한동 포도당 5％ 주사(HD Glucose 5％ Inj.),포도당,Glucose,2013-07-24,(주)한동
동물용의약품,025-271,제조,도라맥스 주사(도라멕틴)(Doramax Inj.),도라멕틴,Doramectin,2016-01-25,(주)한동
동물용의약품,025-277,제조,디노라이스 주사(디노프로스트),디노프로스트,Dinoprost,2017-01-23,(주)한동
동물용의약품,025-289,제조,베르딘 주(베르베린염화물수화물)(Berdin Inj.),베르베린,Berberine chloride,2020-07-16,(주)한동
동물용의약품,025-300,제조,메토민 주(메토클로프라미드염산염수화물)(Metomine Inj.),메토클로프라미드염산염,Metoclopramide HCl,2022-06-16,(주)한동
동물용의약품,025-303,제조,마로펫 주(MaroPet Inj.),마로피턴트(마로피탄트),Maropitant,2023-01-11,(주)한동
동물용의약품,026-004,제조,메치리신,메치오닌+라이신,Methionine+Lysin HCl,1971-08-28,우진비앤지(주)
동물용의약품,026-023,제조,미네믹스에스,아연+망간+구리+철+아미노산,Zinc+Manganese+Copper+Iron+Amino acid,1980-03-25,우진비앤지(주)
동물용의약품,026-030,제조,엔라신-10,엔라마이신,Enramycin,1981-07-13,우진비앤지(주)
동물용의약품,026-052,제조,엠에스-투투투,트리카인,Tricaines,1986-03-00,우진비앤지(주)
동물용의약품,026-079,제조,바이오토닉,리조프스+아스퍼질러스,Rhizopus+Aspergillus,1994-04-19,우진비앤지(주)
동물용의약품,026-182,제조,스테닐 주(아자페론)(Stenil inj.),아자페론,Azaperone,2019-07-31,우진비앤지(주)
동물용의약품,026-189,제조,이뮤니스® 돼지열병 생마커백신(IMMUNIS® CSF-M),돼지열병 생마커바이러스(LMO),Flc-LOM BErns(LMO),2020-05-26,우진비앤지(주)
동물용의약품,026-009,수입,아나보린(ANABOLIN),난드론,Nandron,1993-06-30,(주)세황무역
동물용의약품,026-013,수입,듀파사이클린 스프레이(DUPHACYCLINE SPRAY),옥시테트라싸이클린염산염+겐티안바이오렛+폴리비닐피놀리돈,OTC+Gentianviolet+Polypyrrolidone,1993-08-03,(주)세황무역
동물용의약품,026-015,수입,듀파문(DUPHAMUN),아비폭스바이러스화학처리물,Avipox virus chemical products,1993-08-03,(주)세황무역
동물용의약품,026-021,수입,듀파스파스민(DUPHASPASMIN),이소수프린,Isoxsuprine,1993-08-03,(주)세황무역
동물용의약품,027-030,제조,레바솔(LEVASOLE),레바미졸,Levamizole,1996-12-21,(주)남전물산
동물용의약품,029-008,제조,이노살,유산나트륨,Sodium lactate,1972-05-05,(주)에스에프
동물용의약품,029-083,제조,타이로에스티(TYLO-ST),설파치아졸+타이로신,Sulgathiazole+Tylosin,1987-10-22,(주)에스에프
동물용의약품,029-002,수입,에프.에스.에이치.피 주(F.S.H-P INJ.),난포자극호르몬,Follicle stimulating hormones,1993-04-07,(주)오창
동물용의약품,029-005,수입,도프람 브이(DOPRAM-V INJ.),독사프람,Doxapram HCl,1993-04-07,(주)오창
동물용의약품,029-012,수입,우더밤(UDDER BALM. 9 OZ.(OINTMENT)),옥시퀴놀린,Oxyquinoline,1993-04-07,(주)오창
동물용의약품,029-015,수입,시노벹 600 INJ.(SYNOVET 600 INJ.),태반성성선자극호르몬+혈청성성선자극호르몬,HCG+PMSG,1993-05-19,(주)오창
동물용의약품,029-029,수입,"세라루몬 피.엠.에스(SERARUMON INJ.(P.M.S) 1,000 IU.)",임마혈청성성선자극호르몬,Pregnant mare serum gonadotrophin,1993-07-09,(주)오창
동물용의약품,029-047,수입,일생연 MPS불활화백신,마이코플라즈마,Mycoplasmosis,2004-12-30,(주)오창
동물용의약품,029-048,수입,일생연 돈 AP백신 125RX,흉막폐렴,Pleuropneumonia,2004-12-30,(주)오창
동물용의약품,031-115,제조,마스티온액,이온화칼슘,Ionic calcium,1988-04-12,(주)제일바이오
동물용의약품,031-171,제조,제일트레오닌-50,트레오닌,Threonine,1994-01-17,(주)제일바이오
동물용의약품,031-197,제조,오라이자20(원료용),아스퍼질러스오라이자,Aspergillus oryzae,1995-12-01,(주)제일바이오
동물용의약품,033-031,제조,뇌척수염백신(AE VAC),뇌척수염,Encephalomyelitis,1980-06-24,(주)코미팜
동물용의약품,033-082,제조,프로백 디에이치피피엘(PRO-VAC™ DHPPL),디스템퍼+전염성간염+파라인플루엔자+파보바이러스+렙토스피라,DHPPL,1987-12-28,(주)코미팜
동물용의약품,033-091,제조,포도상구균유방염백신(BM),유방염(포도상구균증),Mastitis(Stapylococcus),1988-07-12,(주)코미팜
동물용의약품,033-092,제조,"스낫플스,폐염혼합불활화백신(S.P)",스낫플+파스튜렐라,Snaffle+Pasteurellosis,1988-07-12,(주)코미팜
동물용의약품,033-146,제조,바이오키민-치민,아연+철+망간+구리프로틴네이트,Zinc+Iron+Manganese+Copper proteinate,1994-06-11,(주)코미팜
동물용의약품,033-181,제조,프로백 돼지열병·단독(열단)(PRO-VAC CSF·SE),돼지열병+돼지단독,Hog cholera Erysipelas,1996-11-26,(주)코미팜
동물용의약품,033-209,제조,ARP TOXOID VAC(ARP TOXOID VAC),위축성비염+위축비염독소+파스튜렐라+파스튜렐라독소,AR+AR toxoid+Pasteurellosis+Pasteurella toxoid,2000-07-13,(주)코미팜
동물용의약품,033-216,제조,프로백 코프톡시(PRO-VAC Cough Toxi),보르데텔라브론키셉티카,Bordetella bronchiseptica,2001-12-31,(주)코미팜
동물용의약품,033-267,제조,프로백 돼지오제스키병(PRO-VAC AD),오제스키,Aujeszky s disease,2009-04-16,(주)코미팜
동물용의약품,033-276,제조,프로백 파코(PRO-VAC PaCo),코로나바이러스+파보바이러스,Coronavirus+Parvovirus,2009-10-26,(주)코미팜
동물용의약품,033-302,제조,프로백 에드와드연쇄상구균 혼합백신(PRO-VAC 3ST-vaccine),넙치 에드와드불활화백신,Edwardsiella tarda Inactivated Vaccine,2012-07-25,(주)코미팜
동물용의약품,033-334,제조,프로백 써코에이(Provac Circo-A),써코바이러스+흉막폐럼,PCV+pleuropneumoniae,2014-09-16,(주)코미팜
동물용의약품,033-358,제조,프로백TM 돼지열병 생마커 주(돼지열병 생마커바이러스 백신)(PRO-VACTM CSF Marker live),돼지열병 E2 마커백신,돼지열병 바이러스 gp55 및 IL2 융합단백질,2017-01-06,(주)코미팜
동물용의약품,033-384,제조,지트리판 주사(G-Trypan Inj.),멜라르소민 디하이드로클로라이드,Melarsomine dihydrochloride,2022-08-05,(주)코미팜
동물용의약품,034-019,제조,스킨연고,살리실산메칠+디펜하이드라민+산화아연+침강유황+캠퍼+프레드니솔론,Salicylate+Diphehydramin+Zinc oxide+Sulphur+Camphor+Prednisolone,1973-12-21,한국썸벧(주)
동물용의약품,034-132,제조,하이씨에스피,페니실린지프로카인+클로르테트라사이클린칼슘염+썰파치아졸,Procaine penicillin G+Chlortetracycline-ca+Sulfathiazole,2004-08-10,한국썸벧(주)
동물용의약품,034-170,제조,부은데,하이드로클로로치아자이드+덱사메타손,Hydrochlorothiazide+Dexamethasone,2008-01-18,한국썸벧(주)
동물용의약품,034-246,제조,킥-마이트액(개미산),개미산,Formic acid,2022-07-13,한국썸벧(주)
동물용의약품,035-029,제조,퀸트롤(Quintrol),퍼틸레닌,Fertirelin,1983-06-18,(주)동방
동물용의약품,035-055,제조,로노자임 P 500(RONOZYME P 500),파이타제,Phytase,1998-03-31,(주)동방
동물용의약품,035-075,제조,피닉스(PHOENYX),폴리감마글루탐산,Poly-gamma-Glutamic Acid,2011-03-15,(주)동방
동물용의약품,035-076,제조,이콰딘(EQUADIN),데토미딘,Detomidine HCl,2011-08-09,(주)동방
동물용의약품,035-077,제조,메데틴(MEDETIN),메데토미딘,Medetomidine,2011-08-09,(주)동방
동물용의약품,035-078,제조,동방 안티메딘(ANTIMEDIN),아티파메졸,Atipamezol,2011-08-09,(주)동방
동물용의약품,036-033,제조,푸로라이트,요오드카제인+비타민,Iodied casein+Vitamins,1992-03-02,제이비바이오팜(주)
동물용의약품,037-005,제조,네오바이트-900(NEOVITE-900),네오바이트,Neovite,1974-04-18,(주)유니바이오테크
동물용의약품,037-020,제조,옥시다졸(OXIDAZOLE),옥시벤다졸,Oxibendazole,1984-02-27,(주)유니바이오테크
동물용의약품,037-022,제조,G-1000,갈릭산,Gallic acid,1984-05-10,(주)유니바이오테크
동물용의약품,037-239,제조,다녹실 주사(DANOXYL Inj.),다노플록사신,Danofloxacine,2012-12-04,(주)유니바이오테크
동물용의약품,037-249,제조,부세렐 주사(부서레린)(BUSEREL Inj.),부세렐린,Buserelin,2016-01-25,(주)유니바이오테크
동물용의약품,037-053,수입,앱가드 액(오메프라졸)(AbGard),오메프라졸,Omeprazole,2016-01-07,(주)동방
동물용의약품,037-057,수입,써코마이코가드(Circomycogard),써코바이러스+마이코플라즈마폐렴,Circovirus type 2+Mycoplasma pneumonia,2021-04-05,(주)동방
동물용의약품,038-045,수입,비오 마렉 HVT 프로즌(BIO-MAREK HVT FROZEN),마렉병 HVT,Marek s disease HVT,1997-07-01,일승물산(주)
동물용의약품,038-051,수입,바이오-엠디-백(BIO-MD-VAC),마렉병 CVI 988,Marek disease CVI 988,1999-02-25,일승물산(주)
동물용의약품,041-058,제조,류코시드,김치유산균,Kim-chi Lactobacillus,2006-10-27,(주)솔톤바이오켐
동물용의약품,042-006,제조,서울-비.에치.티,비.에이치.티.,B.H.T.,1981-05-22,(주)서울신약
동물용의약품,042-020,수입,리터가드-엘티/씨(LITTERGUARD-LT/C),대장균+클로스트리디움독소,E.coli+Clostridium toxoid,1993-09-24,한국조에티스(주)
동물용의약품,042-054,수입,리마딜츄어블 정(Rimadyl Chewable Tablets),카프로펜,Carprofen,2001-05-23,한국조에티스(주)
동물용의약품,042-087,수입,에퀴백 S(Equivac S),선역,Strangle,2007-03-16,한국조에티스(주)
동물용의약품,042-095,수입,컨베니아(Convenia),세포베신,Cefovecin,2009-10-28,한국조에티스(주)
동물용의약품,042-145,수입,뉴마볼트 K+1b,비강폐렴,Rhinopneumonitis,1998-03-27,한국조에티스(주)
동물용의약품,042-150,수입,BMD Granulated 10％(BMD Granulated 10％),비.엠.디(바시트라신 메틸렌 디살리실레이트),B.M.D(Bacitracin methylene disalicylate),2007-05-28,한국조에티스(주)
동물용의약품,042-153,수입,프로하트 SR-12 주사액(ProHeart SR-12 Injection),목시덱틴,Moxidectin,2012-01-20,한국조에티스(주)
동물용의약품,042-180,수입,심패리카 츄어블 정 (세롤레이너)(Simparica chewable tablets),세롤레이너,Sarolaner,2019-10-21,한국조에티스(주)
동물용의약품,049-028,수입,캔백 DP(CANVAC DP),디스템퍼+파보바이러스,DP,2004-03-26,이화팜텍(주)
동물용의약품,052-010,제조,동선산화동(CUO),산화동,Cupric oxide,1992-12-30,동선산업(주)
동물용의약품,054-003,제조,옥시벤다졸,옥시벤다졸,Oxybendazole,1985-09-06,(주)삼화바이오팜
동물용의약품,054-005,제조,대희니코틴산아미드,나이아신아미드,Niacinamide,1986-01-18,(주)삼화바이오팜
동물용의약품,054-010,제조,옥소린산나트륨,옥소린산,Oxolinic acid,1998-07-31,(주)삼화바이오팜
동물용의약품,054-011,제조,크라노부틴,클라노부틴,Clonobutins,2002-10-28,(주)삼화바이오팜
동물용의약품,054-027,수입,단푸론 주(DANPURON INJ.),디펜하이드라민+카페인+안티피린+메칠에페드린,Diphenhydramine+Caffeine+Antipyrine+Methylephedrine,1993-06-30,화성동물약품(주)
동물용의약품,054-032,수입,4.3.1합제(SINSAIICHI SOLUTION),트루펜틴+암모니아+캠퍼+멘톨,Turpentine+Ammonia+Camphor+Mentol,1993-06-30,화성동물약품(주)
동물용의약품,054-034,수입,도루라민-덴까(TORURAMIN-DENKA),토루라이스트,Torura yeast,1993-10-14,화성동물약품(주)
동물용의약품,054-035,수입,케토푸렉스 디(KETOPLEX D),프로피온산나트륨+시트렌산나트륨,Sodium propionate+Sodium citrate,1994-02-23,화성동물약품(주)
동물용의약품,054-055,수입,옥사민산(OXAMIN POWDER),산화마그네슘+치오황산나트륨+카올린+건강+고추,Magnesium oxide+Sodium thiosulfate+Caolin+Ginger+Capsicum,1995-11-14,화성동물약품(주)
동물용의약품,056-008,제조,제텐-에스(ZINC SULFATE MONOHYDRATE),황산아연,Zinc sulfate,1986-07-29,(주)동우티엠씨
동물용의약품,056-009,제조,훼로-에스(FERROW SULFATE MONOHYDRATE),황산철,Ferrous sulfate,1986-07-29,(주)동우티엠씨
동물용의약품,057-003,수입,아미노산 카리 콤푸렉스(POTASSIUM AMINO ACID COMPLEX),아미노산칼륨컴플렉스,Amino acid-Potassium complex,1993-09-03,상록물산(주)
동물용의약품,057-007,수입,칼슘 푸로틴네이트(CALCIUM PROTEINATE),칼슘프로티네이트,Calsium proteinate,1993-09-03,상록물산(주)
동물용의약품,059-004,수입,아이디 원(ID-1),면역글로블린지-엠-에이,IgG+IgM+IgA,1993-03-20,(주)대동신약
동물용의약품,059-006,수입,푸루미센(FRUSMICEN),푸로세미드,Furosemide,1993-03-20,(주)대동신약
동물용의약품,059-009,수입,스티뮤린(STIMULYNE),헵타미놀+디프로필린,Heptaminol+Diprophylline,1993-12-20,(주)대동신약
동물용의약품,063-002,제조,2% D-BIOTIN 전분혼합제제,바이오틴전분혼합제제,Biotin starch mixing preparation,1987-11-19,이성화학(주)
동물용의약품,066-003,수입,오니푸랄 주사(ORNIPURAL INJ. SOL.),아르기닌+오르니틴+시트룰린+비테인+소르비톨,arginine+ornithine+citrulline+sorbitol+betaine,1993-03-18,베토퀴놀코리아(주)
동물용의약품,066-032,수입,프릴리움 75(Prilium 75),이미다프릴 염산염,Imidapril hydrochloride,2012-04-20,베토퀴놀코리아(주)
동물용의약품,066-051,수입,오브젤(Ovugel),트립토렐린 아세테이트,Triptorelin Acetate,2015-08-28,베토퀴놀코리아(주)
동물용의약품,069-011,수입,아베일라-아연 100(Availa Zn 100),아연+아미노산,Zinc+Amino acid,1998-01-10,(주)신한바이오켐
동물용의약품,069-013,수입,유효철분 60(AVAILA Fe 60),철+아미노산,Iron+Amino acid,1998-03-26,(주)신한바이오켐
동물용의약품,069-018,수입,글란딘-엔,프로스타글란딘에프2알파,Prostaglandin F2 alpha,1998-07-29,(주)신한바이오켐
동물용의약품,071-001,수입,Fe-맥스(Fe-MAX),철글루타메이트,Iron-glutamate,1993-05-03,(주)한동
동물용의약품,071-021,수입,아퀴에스,이소유게놀,Isoeugenol,2004-09-02,(주)한동
동물용의약품,071-023,수입,유로에이스 정,초산오사테론,Osaterone Acetate,2005-01-29,(주)한동
동물용의약품,071-024,수입,에이스 워커 정(ACE WORKER TABLETS),염산 테모카프릴,Temocapril Hydrochloride,2007-06-04,(주)한동
동물용의약품,075-016,수입,오티벳(OTIVET),겐타마이신+베타메타손+클로트리마졸,Gentamicin+Bethamethasone+Clotrimazole,2005-08-29,(주)성원
동물용의약품,075-020,수입,아토펙스(Atopex),사이클로스포린 A,cyclosporin A,2006-05-22,(주)성원
동물용의약품,075-037,수입,아미노 솔루션(Amino Solution),포도당,Dextrose,1997-02-20,(주)성원
동물용의약품,077-001,제조,바이오프로(BIOPRO),미생물복합체,Microorganism complex,1993-04-03,(주)대호
동물용의약품,083-001,제조,일동시프로플록사신,시프로플록사신,Ciprofloxacine,1994-09-05,일동제약(주)
동물용의약품,085-003,제조,진컬(ZINCUL),아연+조단백질+조지방+조섬유,Zinc+Crude protein+Crude fat+Crude fibriae,1996-11-27,(주)하나테크
동물용의약품,089-001,제조,피콜린산크롬(CHROMIUM(III) TRIPICOLINATE),크롬피콜린산,Chrominium tripicolinate,1996-03-11,(주)삼조생명과학
동물용의약품,089-002,제조,피아이에프크롬(PIF CHROME),크롬트리피콜린산,Chromium tripicolinate,1996-03-11,(주)삼조생명과학
동물용의약품,096-014,제조,아빌라믹스,아빌라마이신,Avilamycin,2001-01-12,(주)씨티씨바이오
동물용의약품,096-027,제조,마이자임에프(MYZYME-F),크실란분해효소,Xylanase,2002-12-31,(주)씨티씨바이오
동물용의약품,102-002,수입,트로스칸500(TROSCAN500),니트로스카네이트,Nitroscanate,1996-09-12,(주)세아엘텍
동물용의약품,111-036,수입,밀베마이신 A정 1.25,밀베마이신,Milbemycin oxime,2000-02-17,한국엘랑코동물약품(주)
동물용의약품,111-050,수입,포르테코 플레이버정 5mg(베나제프릴염산염)(Fortekor F 5),베나제프릴 염산염,Benazepril Hydrochloride,2017-08-21,한국엘랑코동물약품(주)
동물용의약품,111-051,수입,바이파문(BAYPAMUN LIQUID),파라폭스바이러스화학처리물,Parapoxvirus chemical products,1993-06-18,한국엘랑코동물약품(주)
동물용의약품,115-051,제조,인공가루스염,탄산나트륨+황산나트륨+근경,Sodium hydrogencarbonate+Sodium sulfate+Rhizoma calami,1968-05-29,(주)이엘티사이언스
동물용의약품,115-053,제조,아연화연고,바세린+산화아연,Vaseline+Zinc oxide,1968-05-29,(주)이엘티사이언스
동물용의약품,115-055,제조,유황연고,유황+왁스+라노린+와세린,Precipitated sulfur+Beeswax+Lanolin+Petrolatum,1968-05-29,(주)이엘티사이언스
동물용의약품,115-060,제조,중앙안약,붕산+황산동,Boric acid+Cupric sulfate,1974-05-14,(주)이엘티사이언스
동물용의약품,115-187,제조,에피그로 산(Appegro),시프로헵타딘염산염수화물+산사,Cyproheptadine Hydrochloride Hydrate+Hawthorn Fruit,2018-03-22,(주)이엘티사이언스
동물용의약품,115-194,제조,복합 개시딘 겔(GaeSidin),퓨시드산+베타메타손,fusidic acid+bethamethasone,2020-02-13,(주)이엘티사이언스
동물용의약품,115-211,제조,쿠스탄 캡슐(트릴로스탄)(Custan),트릴로스테인,Trilostane,2023-02-24,(주)이엘티사이언스
동물용의약품,121-038,수입,콜리신네오(KOLISIN NEO),대장균,E.coli disease,2005-10-07,(주)원벳바이오
동물용의약품,121-051,수입,비오칸 M(Biocan M),마이크로스포럼(곰팡이) 백신,Microsporum canis,2007-08-01,(주)원벳바이오
동물용의약품,121-071,수입,트리코벤 주사제(TRICHOBEN inj.),백선균,Trichophyton verrucosum,2020-01-02,(주)원벳바이오
동물용의약품,128-034,수입,셀고토닌 주사(SERGOTONINE INJ),세로토닌+에르고메트린,Serotonine+Ergometrine,1998-10-24,한국베링거인겔하임동물약품(주)
동물용의약품,128-050,수입,바이오타이포이드(Bio Thyphoid),닭티푸스,Fowl Typhoid,2000-09-06,한국베링거인겔하임동물약품(주)
동물용의약품,128-067,수입,갈리뮨 SE(살모넬라 엔테 불활화)(Gallimune SE),살모넬라장염,Salmonella enteritis,2002-12-28,한국베링거인겔하임동물약품(주)
동물용의약품,128-094,수입,백시텍 HVT+ IBD(Vaxxitek HVT+IBD),전염성F낭병+마렉,IBD+MD,2009-07-13,한국베링거인겔하임동물약품(주)
동물용의약품,128-109,수입,넥스가드 스펙트라 츄어블 정 초소형견용(Nexgard Spectra),아폭솔라너+밀베마이신 옥심,Afoxolaner+Milbemycin oxime,2017-01-24,한국베링거인겔하임동물약품(주)
동물용의약품,128-123,수입,몬잘(MONZAL),베트라브틴,Vetrabutin HCl,1993-02-11,한국베링거인겔하임동물약품(주)
동물용의약품,128-155,수입,두라문 맥스 5-CvK(DURAMUNE MAX 5-CvK),디스템퍼+전염성간염+파라인플루엔자+파보바이러스+코로나바이러스,DHPP+Coronavirus,2003-08-04,한국베링거인겔하임동물약품(주)
동물용의약품,128-158,수입,세민트라(Semintra Oral solution),텔미살탄,Telmisartan,2015-11-11,한국베링거인겔하임동물약품(주)
동물용의약품,128-161,수입,펙시온 정(이메피토인)(Pexion),이메피토인,Imepitoin,2018-06-25,한국베링거인겔하임동물약품(주)
동물용의약품,128-163,수입,작트란-주(가미스로마이신)(Zactran),가미스로마이신,Gamithromycin,2019-05-01,한국베링거인겔하임동물약품(주)
동물용의약품,128-168,수입,프론트라인 트리액트 액 초소형견용(Frontline Tri-Act spot-on solution for dogs 2-5kg),퍼메트린+피프로닐,Permethrin+Fipronil,2021-04-09,한국베링거인겔하임동물약품(주)
동물용의약품,129-040,수입,에스오에이스프레이(S.O.A SPRAY(SEX ORDER AEROSOL)),안드로스톤,Androstone,2000-11-25,한국엠에스디동물약품(주)
동물용의약품,129-049,수입,이리렌(ILIREN),티아프로스트,Tiaprost,2002-07-29,한국엠에스디동물약품(주)
동물용의약품,129-065,수입,주락스(Zoolax),알로에추출물+향쑥추출물,Aloe extracts+Absinthium extracts,2003-05-15,한국엠에스디동물약품(주)
동물용의약품,129-084,수입,메트리큐어,세파피린,Cephapirin,2006-12-15,한국엠에스디동물약품(주)
동물용의약품,129-090,수입,바소탑-P 1.25 / 2.5/ 5(Vasotop-P 1.25/ 2.5/ 5),라미프릴,Ramipril,2007-05-29,한국엠에스디동물약품(주)
